Customer ID,Tenure Months,Location,Device Class,Games Product,Music Product,Education Product,Call Center,Video Product,Use MyApp,Payment Method,Monthly Purchase (Thou. IDR),Churn Label,Longitude,Latitude,CLTV (Predicted Thou. IDR)
4580,72,Jakarta,High End,Yes,No,Yes,No,Yes,Yes,Debit,128.956,No,106.81667,-6.2,6878.3
5548,71,Jakarta,High End,Yes,Yes,Yes,No,Yes,No,Digital Wallet,124.787,No,106.81667,-6.2,6616.0
6673,13,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.072,No,106.81667,-6.2,6789.1
4845,72,Jakarta,Mid End,No,Yes,Yes,Yes,Yes,No,Debit,103.172,No,106.81667,-6.2,7585.7
874,1,Jakarta,High End,No,No,Yes,No,Yes,Yes,Pulsa,122.004,Yes,106.81667,-6.2,3669.2
2420,1,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.358,No,106.81667,-6.2,6717.9
1607,11,Bandung,High End,Yes,No,Yes,No,No,Yes,Debit,111.895,Yes,107.60981,-6.91474,3621.6
6531,17,Jakarta,High End,No,Yes,Yes,No,No,Yes,Pulsa,116.462,No,106.81667,-6.2,3771.6
4584,11,Jakarta,Mid End,Yes,No,No,Yes,No,No,Pulsa,71.548,No,106.81667,-6.2,6160.3
4303,18,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,28.015,No,107.60981,-6.91474,7634.2
4455,41,Bandung,High End,No,Yes,No,Yes,Yes,Yes,Debit,143.046,No,107.60981,-6.91474,7394.4
6453,72,Jakarta,Mid End,No,Yes,Yes,Yes,No,No,Debit,104.282,No,106.81667,-6.2,8414.4
5218,72,Jakarta,High End,No,No,Yes,Yes,No,Yes,Pulsa,127.841,No,106.81667,-6.2,7135.6
4253,67,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Pulsa,27.834,No,107.60981,-6.91474,7076.0
2289,38,Jakarta,High End,Yes,No,No,Yes,No,No,Pulsa,106.483,No,106.81667,-6.2,3753.2
1632,9,Jakarta,Mid End,No,No,No,No,Yes,No,Pulsa,77.137,Yes,106.81667,-6.2,6134.4
1872,43,Jakarta,High End,No,Yes,No,No,Yes,Yes,Pulsa,130.171,Yes,106.81667,-6.2,6646.1
4859,16,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Pulsa,25.468,No,106.81667,-6.2,7739.9
3455,61,Jakarta,High End,Yes,Yes,Yes,Yes,Yes,Yes,Debit,142.675,No,106.81667,-6.2,6570.7
4013,7,Jakarta,High End,No,No,No,No,Yes,No,Pulsa,91.132,No,106.81667,-6.2,7624.0
4364,1,Bandung,Mid End,No,No,No,No,No,No,Digital Wallet,35.881,No,107.60981,-6.91474,2793.9
4538,23,Jakarta,High End,No,Yes,Yes,No,Yes,No,Pulsa,117.862,No,106.81667,-6.2,2790.0
4016,12,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.058,No,106.81667,-6.2,5710.6
1510,9,Jakarta,Mid End,No,Yes,No,No,No,Yes,Pulsa,84.452,Yes,106.81667,-6.2,3395.0
5719,45,Bandung,High End,No,Yes,No,Yes,Yes,No,Debit,122.078,No,107.60981,-6.91474,3568.8
2223,69,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,24.573,No,106.81667,-6.2,7953.2
1070,72,Jakarta,Mid End,Yes,No,Yes,Yes,No,No,Credit,89.279,Yes,106.81667,-6.2,8102.3
1650,1,Jakarta,High End,No,No,No,No,Yes,Yes,Pulsa,119.362,Yes,106.81667,-6.2,3371.4
1035,25,Jakarta,High End,Yes,No,No,No,No,No,Debit,97.975,Yes,106.81667,-6.2,7803.1
745,10,Bandung,High End,No,Yes,Yes,No,Yes,Yes,Pulsa,135.559,Yes,107.60981,-6.91474,7594.4
3518,51,Jakarta,High End,No,Yes,Yes,No,Yes,No,Debit,122.853,No,106.81667,-6.2,5343.5
6140,48,Bandung,High End,No,Yes,No,No,No,No,Debit,98.706,No,107.60981,-6.91474,4009.0
2410,1,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.073,No,106.81667,-6.2,5863.8
2831,69,Jakarta,Mid End,Yes,Yes,Yes,Yes,No,Yes,Debit,108.094,No,106.81667,-6.2,6045.2
698,52,Jakarta,High End,No,No,Yes,No,No,Yes,Credit,104.747,Yes,106.81667,-6.2,7564.0
3506,51,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,32.634,No,106.81667,-6.2,5750.5
1364,2,Bandung,Mid End,No,No,No,Yes,No,No,Pulsa,58.106,Yes,107.60981,-6.91474,3165.2
5493,27,Jakarta,Mid End,Yes,Yes,No,Yes,Yes,Yes,Digital Wallet,71.372,No,106.81667,-6.2,3275.5
5518,72,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,30.64,No,107.60981,-6.91474,7192.1
5307,70,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,34.26,No,106.81667,-6.2,8034.0
1810,31,Bandung,High End,No,No,No,No,Yes,Yes,Debit,124.439,Yes,107.60981,-6.91474,4626.7
6945,59,Bandung,High End,Yes,No,No,Yes,No,No,Pulsa,97.94,No,107.60981,-6.91474,5787.3
318,8,Jakarta,High End,No,Yes,No,No,Yes,Yes,Pulsa,127.616,Yes,106.81667,-6.2,4680.0
6738,14,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,32.891,No,106.81667,-6.2,7539.1
5104,21,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,26.274,No,106.81667,-6.2,6757.0
4566,39,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,25.555,No,106.81667,-6.2,5345.5
4479,15,Bandung,High End,No,No,No,No,Yes,Yes,Digital Wallet,122.021,No,107.60981,-6.91474,7037.5
753,66,Jakarta,Mid End,Yes,Yes,Yes,Yes,No,Yes,Credit,104.204,Yes,106.81667,-6.2,6175.1
3479,1,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.476,No,106.81667,-6.2,3179.0
539,31,Jakarta,Mid End,No,No,Yes,Yes,Yes,Yes,Debit,86.574,Yes,106.81667,-6.2,7361.2
852,47,Jakarta,High End,No,Yes,No,No,Yes,Yes,Pulsa,126.78,Yes,106.81667,-6.2,3420.7
115,39,Jakarta,High End,No,Yes,No,No,No,No,Pulsa,97.503,Yes,106.81667,-6.2,5646.6
3601,62,Jakarta,High End,No,Yes,No,No,Yes,No,Credit,112.82,No,106.81667,-6.2,6909.8
5822,34,Jakarta,High End,No,No,No,No,Yes,No,Debit,105.4,No,106.81667,-6.2,4257.3
2716,10,Jakarta,High End,No,No,No,No,Yes,No,Credit,96.01,No,106.81667,-6.2,3876.7
5333,18,Jakarta,Mid End,No,No,No,No,Yes,No,Debit,64.035,No,106.81667,-6.2,5635.5
5113,20,Bandung,High End,No,No,Yes,Yes,Yes,Yes,Debit,144.616,No,107.60981,-6.91474,3109.9
4341,72,Jakarta,Mid End,Yes,No,Yes,Yes,Yes,Yes,Credit,114.793,No,106.81667,-6.2,5368.6
6023,24,Jakarta,High End,No,No,No,No,Yes,Yes,Pulsa,109.838,No,106.81667,-6.2,6295.8
1038,11,Jakarta,High End,No,No,No,No,No,No,Pulsa,96.194,Yes,106.81667,-6.2,7250.6
1445,1,Jakarta,High End,No,Yes,No,No,Yes,No,Pulsa,94.222,Yes,106.81667,-6.2,2652.6
6359,34,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,36.743,No,106.81667,-6.2,2897.1
1506,1,Jakarta,High End,No,No,No,Yes,Yes,No,Pulsa,118.402,Yes,106.81667,-6.2,5851.6
6123,72,Jakarta,High End,Yes,Yes,Yes,Yes,Yes,Yes,Debit,151.986,No,106.81667,-6.2,5943.6
6420,9,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.256,No,106.81667,-6.2,5909.9
1996,14,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,31.938,No,106.81667,-6.2,5554.7
659,1,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,25.776,Yes,106.81667,-6.2,6739.5
1275,2,Bandung,High End,No,No,No,No,No,No,Debit,98.926,Yes,107.60981,-6.91474,6743.0
5101,4,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.558,No,106.81667,-6.2,4488.0
2846,15,Jakarta,Mid End,Yes,Yes,No,No,No,No,Digital Wallet,69.268,No,106.81667,-6.2,7298.3
1578,53,Jakarta,High End,No,Yes,Yes,No,Yes,Yes,Pulsa,138.351,Yes,106.81667,-6.2,7002.6
6154,42,Bandung,Mid End,No,No,Yes,No,No,No,Digital Wallet,63.87,No,107.60981,-6.91474,3961.7
2690,69,Jakarta,High End,No,Yes,No,No,Yes,Yes,Pulsa,133.698,No,106.81667,-6.2,6248.8
1148,30,Jakarta,High End,No,Yes,Yes,No,No,No,Pulsa,109.667,Yes,106.81667,-6.2,3752.6
100,25,Jakarta,High End,Yes,Yes,Yes,No,Yes,Yes,Pulsa,142.187,Yes,106.81667,-6.2,4774.3
5955,38,Jakarta,High End,Yes,Yes,No,No,No,Yes,Credit,129.12,No,106.81667,-6.2,6449.8
90,2,Bandung,Mid End,Yes,No,No,Yes,No,Yes,Pulsa,93.713,Yes,107.60981,-6.91474,5788.9
720,6,Bandung,High End,No,Yes,Yes,No,Yes,No,Credit,123.753,Yes,107.60981,-6.91474,4921.5
4865,55,Jakarta,High End,Yes,No,Yes,Yes,Yes,Yes,Credit,141.763,No,106.81667,-6.2,7420.8
4729,24,Jakarta,Mid End,Yes,No,No,No,No,No,Digital Wallet,66.731,No,106.81667,-6.2,4139.8
3884,72,Jakarta,Mid End,Yes,No,Yes,No,Yes,No,Debit,85.625,No,106.81667,-6.2,6088.9
6180,3,Jakarta,Mid End,Yes,No,No,No,No,No,Pulsa,68.56,No,106.81667,-6.2,4178.5
3965,49,Jakarta,Mid End,Yes,No,Yes,Yes,Yes,Yes,Debit,118.982,No,106.81667,-6.2,7430.0
5688,54,Bandung,Mid End,Yes,Yes,Yes,Yes,No,Yes,Debit,104.891,No,107.60981,-6.91474,8032.2
3419,23,Jakarta,Mid End,No,Yes,Yes,No,Yes,Yes,Digital Wallet,109.335,No,106.81667,-6.2,3720.2
2635,34,Bandung,Mid End,No,No,Yes,Yes,No,Yes,Digital Wallet,97.865,No,107.60981,-6.91474,4658.9
2368,63,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,26.578,No,106.81667,-6.2,7046.0
3647,38,Jakarta,Mid End,No,Yes,Yes,Yes,Yes,Yes,Credit,103.08,No,106.81667,-6.2,3957.4
855,9,Bandung,Mid End,No,No,Yes,Yes,Yes,No,Pulsa,71.692,Yes,107.60981,-6.91474,2902.0
6520,71,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,33.081,No,106.81667,-6.2,7776.1
176,72,Jakarta,High End,Yes,Yes,Yes,Yes,Yes,Yes,Digital Wallet,150.471,Yes,106.81667,-6.2,7611.6
4233,59,Bandung,Mid End,No,Yes,Yes,Yes,Yes,Yes,Credit,97.986,No,107.60981,-6.91474,8391.8
5927,29,Jakarta,Mid End,Yes,Yes,No,Yes,Yes,Yes,Debit,109.67,No,106.81667,-6.2,3207.8
31,4,Jakarta,High End,No,No,No,No,No,No,Debit,95.121,Yes,106.81667,-6.2,6576.0
1094,13,Jakarta,High End,No,Yes,No,No,Yes,Yes,Pulsa,129.272,Yes,106.81667,-6.2,4310.7
3656,10,Jakarta,Mid End,No,No,No,Yes,No,No,Digital Wallet,65.649,No,106.81667,-6.2,6064.7
4385,18,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.487,No,106.81667,-6.2,7520.2
5240,71,Jakarta,Mid End,Yes,Yes,Yes,Yes,Yes,Yes,Credit,120.438,No,106.81667,-6.2,7834.3
4046,69,Jakarta,High End,No,No,Yes,No,Yes,Yes,Credit,143.608,No,106.81667,-6.2,6169.7
2328,23,Jakarta,High End,No,No,No,No,No,No,Pulsa,97.4,No,106.81667,-6.2,6745.1
4992,66,Bandung,High End,Yes,Yes,No,Yes,Yes,Yes,Debit,138.746,No,107.60981,-6.91474,5574.9
2730,66,Jakarta,High End,No,Yes,No,Yes,No,Yes,Debit,122.669,No,106.81667,-6.2,5552.0
4563,52,Bandung,Mid End,No,No,Yes,Yes,No,Yes,Credit,69.717,No,107.60981,-6.91474,5869.0
6278,72,Jakarta,Mid End,Yes,No,Yes,No,Yes,Yes,Credit,89.743,No,106.81667,-6.2,6686.8
6096,47,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Pulsa,25.688,No,106.81667,-6.2,4471.9
4523,52,Jakarta,High End,No,Yes,No,No,No,No,Credit,104.679,No,106.81667,-6.2,6420.8
1217,5,Jakarta,High End,Yes,Yes,Yes,No,No,No,Digital Wallet,103.203,Yes,106.81667,-6.2,7394.3
4728,8,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.301,No,106.81667,-6.2,5951.9
2175,26,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.374,No,106.81667,-6.2,4617.8
3074,72,Bandung,High End,Yes,Yes,Yes,Yes,No,Yes,Credit,129.964,No,107.60981,-6.91474,6635.5
2179,14,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.463,No,106.81667,-6.2,7013.2
5547,45,Bandung,Mid End,Yes,Yes,Yes,No,No,Yes,Credit,85.117,No,107.60981,-6.91474,7701.5
400,10,Jakarta,High End,No,Yes,No,No,No,No,Credit,91.938,Yes,106.81667,-6.2,6141.0
2247,10,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,32.73,No,106.81667,-6.2,5654.7
1146,1,Jakarta,High End,No,No,No,No,No,No,Pulsa,91.276,Yes,106.81667,-6.2,2682.1
4430,72,Jakarta,High End,Yes,Yes,Yes,No,Yes,Yes,Pulsa,134.482,No,106.81667,-6.2,6207.1
6758,29,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Pulsa,26.802,No,107.60981,-6.91474,5216.0
6434,1,Jakarta,Mid End,No,Yes,No,No,No,No,Pulsa,63.891,No,106.81667,-6.2,7489.4
701,1,Jakarta,High End,No,No,No,No,Yes,No,Digital Wallet,96.677,Yes,106.81667,-6.2,7219.4
2271,12,Jakarta,Mid End,No,No,No,No,No,No,Pulsa,32.546,No,106.81667,-6.2,4059.7
1911,52,Jakarta,High End,No,Yes,No,No,Yes,Yes,Pulsa,128.637,No,106.81667,-6.2,5987.1
4208,19,Jakarta,High End,No,Yes,No,No,Yes,No,Pulsa,102.392,No,106.81667,-6.2,4714.5
4255,3,Bandung,Mid End,Yes,No,No,No,No,No,Digital Wallet,38.253,No,107.60981,-6.91474,4827.7
2196,72,Jakarta,Mid End,Yes,Yes,Yes,Yes,Yes,Yes,Credit,106.656,No,106.81667,-6.2,7729.8
3817,13,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,24.453,No,107.60981,-6.91474,5102.9
193,2,Jakarta,Mid End,No,No,No,No,No,No,Pulsa,70.841,Yes,106.81667,-6.2,5573.5
4059,72,Jakarta,High End,Yes,Yes,Yes,Yes,No,Yes,Pulsa,143.161,No,106.81667,-6.2,5831.4
4589,12,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,30.42,No,106.81667,-6.2,2928.7
3695,4,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,24.837,No,106.81667,-6.2,7304.9
2332,14,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,33.792,No,106.81667,-6.2,5098.8
5329,1,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Pulsa,26.522,No,106.81667,-6.2,3426.8
5842,2,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,32.313,No,106.81667,-6.2,2619.9
384,72,Jakarta,High End,Yes,Yes,Yes,Yes,Yes,Yes,Credit,142.142,Yes,106.81667,-6.2,5983.0
4581,58,Jakarta,Mid End,Yes,Yes,Yes,No,Yes,Yes,Debit,113.197,No,106.81667,-6.2,6486.3
6426,47,Jakarta,High End,Yes,No,Yes,Yes,Yes,Yes,Credit,142.412,No,106.81667,-6.2,7728.3
2114,14,Jakarta,High End,No,No,No,Yes,Yes,Yes,Debit,123.701,No,106.81667,-6.2,4991.0
5174,72,Jakarta,Mid End,Yes,No,Yes,Yes,Yes,Yes,Debit,97.654,No,106.81667,-6.2,7297.5
6199,52,Bandung,Mid End,Yes,Yes,No,Yes,No,No,Debit,71.793,No,107.60981,-6.91474,5259.0
4358,68,Jakarta,Mid End,Yes,Yes,Yes,Yes,Yes,Yes,Credit,110.604,No,106.81667,-6.2,6578.5
4016,58,Jakarta,High End,Yes,Yes,No,Yes,No,Yes,Digital Wallet,124.48,No,106.81667,-6.2,6087.5
2023,1,Bandung,Mid End,No,No,Yes,No,No,No,Pulsa,71.182,No,107.60981,-6.91474,4266.3
6151,72,Jakarta,High End,Yes,No,Yes,Yes,Yes,Yes,Credit,137.824,No,106.81667,-6.2,7217.7
3365,56,Jakarta,Mid End,Yes,Yes,Yes,Yes,Yes,No,Credit,91.983,No,106.81667,-6.2,6352.3
3008,27,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,25.727,No,107.60981,-6.91474,6735.3
5031,59,Bandung,High End,Yes,Yes,Yes,No,Yes,Yes,Pulsa,138.813,No,107.60981,-6.91474,7797.4
5408,9,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,26.244,No,106.81667,-6.2,2767.4
3693,18,Jakarta,High End,No,No,No,No,No,No,Digital Wallet,90.156,No,106.81667,-6.2,5803.3
3327,31,Jakarta,Mid End,Yes,Yes,No,No,No,Yes,Digital Wallet,74.851,No,106.81667,-6.2,7569.5
6108,6,Jakarta,High End,No,Yes,No,No,No,Yes,Pulsa,117.651,No,106.81667,-6.2,7391.4
4462,25,Bandung,Mid End,No,No,No,Yes,Yes,Yes,Credit,57.961,No,107.60981,-6.91474,7743.4
4684,67,Jakarta,High End,No,No,Yes,Yes,Yes,Yes,Digital Wallet,134.461,No,106.81667,-6.2,7531.4
4404,23,Jakarta,Mid End,No,No,No,No,No,No,Pulsa,71.412,No,106.81667,-6.2,3600.8
5963,3,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.374,No,106.81667,-6.2,6882.7
6927,39,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,25.806,No,107.60981,-6.91474,6978.7
6298,72,Jakarta,High End,No,Yes,Yes,Yes,Yes,Yes,Debit,146.485,No,106.81667,-6.2,5783.4
4677,6,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,35.945,No,106.81667,-6.2,5519.6
6860,31,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,25.722,No,107.60981,-6.91474,5109.4
2565,61,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,31.846,No,107.60981,-6.91474,7639.6
5697,18,Bandung,High End,No,No,No,No,Yes,Yes,Debit,131.589,No,107.60981,-6.91474,2819.5
7022,33,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,32.512,No,106.81667,-6.2,7623.6
2412,27,Jakarta,Mid End,No,No,No,Yes,Yes,Yes,Digital Wallet,102.526,No,106.81667,-6.2,3489.5
202,1,Jakarta,High End,No,No,No,No,No,No,Pulsa,91.309,Yes,106.81667,-6.2,7152.5
5165,69,Jakarta,Mid End,No,Yes,No,Yes,No,No,Debit,70.035,No,106.81667,-6.2,7391.0
3258,36,Bandung,High End,Yes,Yes,No,No,No,No,Debit,96.17,No,107.60981,-6.91474,7484.7
1590,1,Bandung,Mid End,No,Yes,No,No,Yes,Yes,Debit,54.291,Yes,107.60981,-6.91474,6698.4
6395,67,Jakarta,Mid End,Yes,No,No,No,No,No,Credit,65.307,No,106.81667,-6.2,5993.3
5621,21,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.895,No,106.81667,-6.2,2975.9
671,3,Bandung,High End,No,No,Yes,No,Yes,Yes,Pulsa,129.435,Yes,107.60981,-6.91474,7686.9
4110,64,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,25.725,No,106.81667,-6.2,6685.4
6434,5,Jakarta,Mid End,Yes,Yes,No,Yes,No,No,Debit,71.939,No,106.81667,-6.2,6146.6
4859,23,Jakarta,Mid End,Yes,No,No,Yes,No,Yes,Debit,80.825,No,106.81667,-6.2,4781.5
1788,71,Bandung,High End,No,Yes,Yes,No,Yes,No,Credit,121.782,Yes,107.60981,-6.91474,5414.8
4190,4,Jakarta,High End,No,Yes,No,No,Yes,Yes,Pulsa,123.666,No,106.81667,-6.2,3584.7
1358,1,Jakarta,Mid End,Yes,No,No,No,No,No,Debit,61.418,Yes,106.81667,-6.2,5406.6
2805,2,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Pulsa,25.958,No,106.81667,-6.2,4151.6
5875,3,Jakarta,High End,No,No,No,No,No,No,Debit,96.536,No,106.81667,-6.2,3915.3
2566,19,Bandung,Mid End,Yes,No,Yes,No,No,Yes,Pulsa,105.205,No,107.60981,-6.91474,5736.3
3436,38,Jakarta,Mid End,Yes,Yes,Yes,No,No,No,Pulsa,83.893,No,106.81667,-6.2,6697.4
2598,11,Bandung,Mid End,Yes,Yes,No,Yes,Yes,Yes,Pulsa,67.147,No,107.60981,-6.91474,5146.3
1522,4,Jakarta,High End,Yes,No,No,Yes,Yes,No,Pulsa,123.085,Yes,106.81667,-6.2,4162.4
3127,10,Jakarta,High End,No,Yes,No,No,Yes,Yes,Pulsa,137.892,No,106.81667,-6.2,4803.7
6661,10,Bandung,High End,No,Yes,No,Yes,Yes,Yes,Pulsa,130.377,No,107.60981,-6.91474,6254.3
1854,9,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.827,No,107.60981,-6.91474,7679.6
3687,18,Jakarta,Mid End,No,No,Yes,Yes,No,No,Debit,89.036,No,106.81667,-6.2,5670.9
374,18,Bandung,High End,No,Yes,No,No,Yes,Yes,Pulsa,123.139,Yes,107.60981,-6.91474,4546.0
3704,53,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.324,No,106.81667,-6.2,6077.0
4656,59,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,32.372,No,106.81667,-6.2,6602.8
1718,25,Bandung,High End,No,No,No,Yes,No,Yes,Credit,113.111,Yes,107.60981,-6.91474,3775.9
4933,3,Bandung,Mid End,No,No,No,Yes,No,No,Pulsa,38.912,No,107.60981,-6.91474,4075.2
133,3,Jakarta,High End,No,No,Yes,No,No,No,Pulsa,104.684,Yes,106.81667,-6.2,3039.2
4706,2,Jakarta,Mid End,Yes,No,No,No,No,No,Pulsa,38.17,No,106.81667,-6.2,2866.0
3968,24,Jakarta,Mid End,No,No,Yes,No,No,Yes,Debit,72.321,No,106.81667,-6.2,5650.3
4871,8,Jakarta,High End,Yes,Yes,Yes,Yes,No,Yes,Digital Wallet,122.324,No,106.81667,-6.2,5842.1
136,7,Jakarta,High End,No,No,Yes,No,No,No,Pulsa,97.308,Yes,106.81667,-6.2,6783.2
